,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
C25H28O17,25,28,17,0,0,0,0,0,CHO,Tannin,600.13258256289,0.11149471332058,-1,C25H28O17,0,0.212121212121212,12,-5,-5,53.46,598.456317426886,0.543682573113642,0.24,0.68,1.12,0,0,NA,Tannin,Tannin,Other
C29H28O14,29,28,14,0,0,0,0,0,CHO,Lignin,600.147861838154,0.0729321027457978,-1,C29H28O14,0.133333333333333,0.409090909090909,16,2,2,60.3,598.471579641175,0.52842035882486,0,0.482758620689655,0.96551724137931,0,0,NA,Lignin,Lignin,Other
C26H33O14P,26,33,14,0,0,0,1,0,CHOP,Lignin,600.161070806215,-0.464087940312842,-1,C26H33O14P,0,0.166666666666667,11,-3,-4,71.2615384615385,598.484773859984,0.51522614001567,-0.384615384615385,0.538461538461538,1.26923076923077,0,0.0384615384615385,0,Lignin,Lignin,Phytochemical
C26H32O16,26,32,16,0,0,0,0,0,CHO,Lignin,600.169020688753,0.0238133697216771,-1,C26H32O16,0,0.166666666666667,11,-5,-5,60.3,598.492714865613,0.507285134387416,0,0.615384615384615,1.23076923076923,0,0,NA,Lignin,Lignin,Other
C30H32O13,30,32,13,0,0,0,0,0,CHO,Lignin,600.184339846202,-0.081194557504798,-1,C30H32O13,0.117647058823529,0.361702127659574,15,2,2,66,598.508016917553,0.491983082446609,-0.2,0.433333333333333,1.06666666666667,0,0,NA,Lignin,Lignin,Other
C27H37O13P,27,37,13,0,0,0,1,0,CHOP,Lignin,600.197455765877,-0.46314904325056,-1,C27H37O13P,0,0.128205128205128,10,-3,-4,77.1888888888889,598.521118191875,0.478881808124697,-0.592592592592593,0.481481481481481,1.37037037037037,0,0.037037037037037,0,Lignin,Lignin,Lipid
C27H36O15,27,36,15,0,0,0,0,0,CHO,Lignin,600.205492059874,-0.119247115925347,-1,C27H36O15,0,0.128205128205128,10,-5,-5,66.6333333333333,598.529145512475,0.470854487525344,-0.222222222222222,0.555555555555556,1.33333333333333,0,0,NA,Lignin,Lignin,Other
C31H36O12,31,36,12,0,0,0,0,0,CHO,Lignin,600.220845954923,-0.28211969672584,-1,C31H36O12,0.105263157894737,0.32,14,2,2,71.3322580645161,598.544482263227,0.455517736772663,-0.387096774193548,0.387096774193548,1.16129032258065,0,0,NA,Lignin,Lignin,Other
C18H40O18N4,18,40,18,4,0,0,0,0,CHON,Other,600.233881612068,-0.201770462589468,-1,C18H40O18N4,0,0,1,-17,-21,47.6333333333333,598.557503364641,0.442496635358907,0.444444444444445,1,2.22222222222222,0.222222222222222,0,NA,Other,Carbohydrate,Protein
C28H40O14,28,40,14,0,0,0,0,0,CHO,Lignin,600.241939569558,-0.222537195684349,-1,C28H40O14,0,0.0952380952380952,9,-5,-5,72.5142857142857,598.565552324544,0.434447675456227,-0.428571428571429,0.5,1.42857142857143,0,0,NA,Lignin,Lignin,Other
C35H41O3N2SP,35,41,3,2,0,1,1,0,CHONSP,UnsatHC,600.257422321176,0.213361166938427,-1,C35H41O3N2SP,0.357142857142857,0.389830508474576,17,14,10,86.3571428571429,598.581017787983,0.418982212017113,-0.914285714285715,0.0857142857142857,1.17142857142857,0.0571428571428571,0.0285714285714286,2,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical
C29H44O13,29,44,13,0,0,0,0,0,CHO,Protein,600.278304962557,-0.189017088105984,-1,C29H44O13,0,0.0666666666666667,8,-5,-5,77.9896551724138,598.60187711162,0.39812288837993,-0.620689655172414,0.448275862068966,1.51724137931034,0,0,NA,Protein,Protein,Other
C30H48O12,30,48,12,0,0,0,0,0,CHO,Protein,600.31470674197,-0.216113262179257,-1,C30H48O12,0,0.0416666666666667,7,-5,-5,83.1,598.638238244481,0.361761755518955,-0.8,0.4,1.6,0,0,NA,Protein,Protein,Other
C31H52O11,31,52,11,0,0,0,0,0,CHO,Protein,600.35099865197,-0.0601975684382754,-1,C31H52O11,0,0.0196078431372549,6,-5,-5,87.8806451612903,598.67448963061,0.325510369390031,-0.967741935483871,0.354838709677419,1.67741935483871,0,0,NA,Protein,Protein,Other
C28H43O13N,28,43,13,1,0,0,0,0,CHON,Protein,601.273082304308,0.5956835627575,-1,C28H43O13N,0,0.024390243902439,8,-5,-6,74.55,599.595543676104,0.404456323895602,-0.5,0.464285714285714,1.53571428571429,0.0357142857142857,0,NA,Protein,Protein,Other
C26H18O17,26,18,17,0,0,0,0,0,CHO,ConHC,602.054605882861,-0.343373106752829,-1,C26H18O17,0.111111111111111,0.542857142857143,18,1,1,42.7615384615385,600.376194598448,0.623805401552204,0.615384615384615,0.653846153846154,0.692307692307692,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C27H22O16,27,22,16,0,0,0,0,0,CHO,Lignin,602.09091280224,-0.212829055510634,-1,C27H22O16,0.0909090909090909,0.473684210526316,17,1,1,49.7444444444444,600.412460977196,0.587539022803867,0.37037037037037,0.592592592592593,0.814814814814815,0,0,NA,Lignin,Lignin,Other
C24H26O18,24,26,18,0,0,0,0,0,CHO,Tannin,602.111950185981,-0.0600446155966313,-1,C24H26O18,0,0.2,12,-6,-6,48.425,600.433474870407,0.566525129593401,0.416666666666667,0.75,1.08333333333333,0,0,NA,Tannin,Tannin,Other
C28H26O15,28,26,15,0,0,0,0,0,CHO,Lignin,602.127061468032,0.180523472375464,-1,C28H26O15,0.0769230769230769,0.414634146341463,16,1,1,56.2285714285714,600.448569279065,0.551430720935059,0.142857142857143,0.535714285714286,0.928571428571429,0,0,NA,Lignin,Lignin,Other
C25H30O17,25,30,17,0,0,0,0,0,CHO,Tannin,602.148199234277,0.166577635039818,-1,C25H30O17,0,0.151515151515152,11,-6,-6,55.74,600.469683442691,0.530316557308652,0.16,0.68,1.2,0,0,NA,Tannin,Tannin,Other
C28H31O9N2SP,28,31,9,2,0,1,1,0,CHONSP,Lignin,602.148615085054,0.286838401678471,-1,C28H31O9N2SP,0.133333333333333,0.333333333333333,15,6,2,70.4785714285714,600.470098829126,0.529901170874268,-0.357142857142857,0.321428571428571,1.10714285714286,0.0714285714285714,0.0357142857142857,2,Lignin,Lignin,Phytochemical
C29H30O14,29,30,14,0,0,0,0,0,CHO,Lignin,602.163519980141,0.0592733658489202,-1,C29H30O14,0.0666666666666667,0.363636363636364,15,1,1,62.2655172413793,600.484987081274,0.51501291872637,-0.068965517241379,0.482758620689655,1.03448275862069,0,0,NA,Lignin,Lignin,Other
C26H35O14P,26,35,14,0,0,0,1,0,CHOP,Lignin,602.176628829245,-0.309687118484697,-1,C26H35O14P,0,0.111111111111111,10,-4,-5,73.4538461538462,600.49808129292,0.501918707080335,-0.461538461538462,0.538461538461538,1.34615384615385,0,0.0384615384615385,0,Lignin,Lignin,Lipid
C27H39O9S2P,27,39,9,0,0,2,1,0,CHOSP,Lignin,602.177047637949,0.436919426935228,-1,C27H39O9S2P,0,0.0769230769230769,9,0,-3,83.5222222222222,600.498499633979,0.501500366020878,-0.814814814814815,0.333333333333333,1.44444444444444,0,0.037037037037037,0,Lignin,Lignin,Lipid
C26H34O16,26,34,16,0,0,0,0,0,CHO,Lignin,602.18459864018,0.143485603469277,-1,C26H34O16,0,0.111111111111111,10,-6,-6,62.4923076923077,600.506042204693,0.493957795307438,-0.0769230769230766,0.615384615384615,1.30769230769231,0,0,NA,Lignin,Lignin,Other
C30H34O13,30,34,13,0,0,0,0,0,CHO,Lignin,602.199898058966,0.0716036883844177,-1,C30H34O13,0.0588235294117647,0.319148936170213,14,1,1,67.9,600.521324540011,0.478675459989176,-0.266666666666667,0.433333333333333,1.13333333333333,0,0,NA,Lignin,Lignin,Other
C27H39O13P,27,39,13,0,0,0,1,0,CHOP,Lignin,602.213008089816,-0.299297115724969,-1,C27H39O13P,0,0.0769230769230769,9,-4,-5,79.3,600.534419932083,0.465580067916676,-0.666666666666667,0.481481481481481,1.44444444444444,0,0.037037037037037,0,Lignin,Lignin,Lipid
C27H38O15,27,38,15,0,0,0,0,0,CHO,Lignin,602.221030731698,0.0661212420396993,-1,C27H38O15,0,0.0769230769230769,9,-6,-6,68.7444444444445,600.542433615812,0.457566384188226,-0.296296296296297,0.555555555555556,1.40740740740741,0,0,NA,Lignin;Amino Sugar,Lignin,Other
C31H38O12,31,38,12,0,0,0,0,0,CHO,Lignin,602.236406199189,-0.132031521661349,-1,C31H38O12,0.0526315789473684,0.28,13,1,1,73.1709677419355,600.557791914918,0.442208085081575,-0.451612903225806,0.387096774193548,1.2258064516129,0,0,NA,Lignin,Lignin,Other
C28H43O12P,28,43,12,0,0,0,1,0,CHOP,Protein,602.249374350578,-0.267322947846836,-1,C28H43O12P,0,0.0476190476190476,8,-4,-5,84.7285714285714,600.570745585954,0.429254414046341,-0.857142857142857,0.428571428571429,1.53571428571429,0,0.0357142857142857,0,Protein,Protein,Lipid
C29H47O11P,29,47,11,0,0,0,1,0,CHOP,Protein,602.285840559725,-0.401301024815291,-1,C29H47O11P,0,0.0222222222222222,7,-4,-5,89.7827586206896,600.607171076606,0.392828923394177,-1.03448275862069,0.379310344827586,1.62068965517241,0,0.0344827586206897,0,Protein,Protein,Lipid
C29H46O13,29,46,13,0,0,0,0,0,CHO,Protein,602.29390019139,-0.0973403348464129,-1,C29H46O13,0,0.0222222222222222,7,-6,-6,79.9551724137931,600.615221708814,0.384778291185967,-0.689655172413793,0.448275862068966,1.58620689655172,0,0,NA,Protein,Protein,Other
C30H51O10P,30,51,10,0,0,0,1,0,CHOP,Protein,602.3222089444,-0.372850770935387,-1,C30H51O10P,0,0,6,-4,-5,94.5,600.643498852018,0.356501147982499,-1.2,0.333333333333333,1.7,0,0.0333333333333333,0,Protein,Protein,Lipid
C30H50O12,30,50,12,0,0,0,0,0,CHO,Protein,602.330217620225,0.015689027458205,-1,C30H50O12,0,0,6,-6,-6,85,600.651498585284,0.348501414716452,-0.866666666666666,0.4,1.66666666666667,0,0,NA,Protein,Protein,Other
C31H54O11,31,54,11,0,0,0,0,0,CHO,Protein,602.366730299209,-0.195433617569252,-1,C31H54O11,0,0,5,-6,-6,89.7193548387097,600.687970493884,0.312029506116005,-1.03225806451613,0.354838709677419,1.74193548387097,0,0,NA,Protein,Protein,Other
C26H20O17,26,20,17,0,0,0,0,0,CHO,ConHC,604.070148192932,-0.163847249295533,-1,C26H20O17,0,0.485714285714286,17,0,0,44.9538461538462,602.389486335969,0.610513664030805,0.538461538461538,0.653846153846154,0.769230769230769,0,0,NA,Tannin;Cond Hydrocarbon,Cond Hydrocarbon,Other
C27H24O16,27,24,16,0,0,0,0,0,CHO,Lignin,604.106539007862,-0.172624951341678,-1,C27H24O16,0,0.421052631578947,16,0,0,51.8555555555556,602.42583651659,0.574163483409848,0.296296296296296,0.592592592592593,0.888888888888889,0,0,NA,Lignin,Lignin,Other
C28H28O15,28,28,15,0,0,0,0,0,CHO,Lignin,604.142923825522,-0.17147469171879,-1,C28H28O15,0,0.365853658536585,15,0,0,58.2642857142857,602.462180706638,0.53781929336219,0.0714285714285716,0.535714285714286,1,0,0,NA,Lignin,Lignin,Other
C29H32O14,29,32,14,0,0,0,0,0,CHO,Lignin,604.179317804483,-0.185487784584308,-1,C29H32O14,0,0.318181818181818,14,0,0,64.2310344827586,602.498534047757,0.501465952243279,-0.137931034482759,0.482758620689655,1.10344827586207,0,0,NA,Lignin,Lignin,Other
C26H37O14P,26,37,14,0,0,0,1,0,CHOP,Lignin,604.192356178942,-0.436569312696613,-1,C26H37O14P,0,0.0555555555555556,9,-5,-6,75.6461538461538,602.51155786345,0.488442136549679,-0.538461538461538,0.538461538461538,1.42307692307692,0,0.0384615384615385,0,Lignin,Lignin,Lipid
C30H36O13,30,36,13,0,0,0,0,0,CHO,Lignin,604.215683692359,-0.153007380239962,-1,C30H36O13,0,0.276595744680851,13,0,0,69.8,602.534859329157,0.465140670842516,-0.333333333333333,0.433333333333333,1.2,0,0,NA,Lignin,Lignin,Other
C27H41O13P,27,41,13,0,0,0,1,0,CHOP,Protein,604.228666338388,-0.311843840340601,-1,C27H41O13P,0,0.0256410256410256,8,-5,-6,81.4111111111111,602.547827478648,0.452172521352054,-0.74074074074074,0.481481481481481,1.51851851851852,0,0.037037037037037,0,Protein,Protein,Lipid
C31H40O12,31,40,12,0,0,0,0,0,CHO,Lignin,604.252075087431,-0.162743721266062,-1,C31H40O12,0,0.24,12,0,0,75.0096774193548,602.571210089273,0.428789910727346,-0.516129032258065,0.387096774193548,1.29032258064516,0,0,NA,Lignin,Lignin,Other
C28H45O12P,28,45,12,0,0,0,1,0,CHOP,Protein,604.265016570302,-0.253449394201051,-1,C28H45O12P,0,0,7,-5,-6,86.7642857142857,602.584137121569,0.415862878430858,-0.928571428571429,0.428571428571429,1.60714285714286,0,0.0357142857142857,0,Protein,Protein,Lipid
C32H44O11,32,44,11,0,0,0,0,0,CHO,Lignin,604.288503507852,-0.233749858414862,-1,C32H44O11,0,0.207547169811321,11,0,0,79.89375,602.607597833394,0.392402166606075,-0.6875,0.34375,1.375,0,0,NA,Lignin,Lignin,Other
C29H49O11P,29,49,11,0,0,0,1,0,CHOP,Protein,604.30142622383,-0.293393035776897,-1,C29H49O11P,0,0,6,-5,-6,91.748275862069,602.620506119752,0.379493880248219,-1.10344827586207,0.379310344827586,1.68965517241379,0,0.0344827586206897,0,Protein,Protein,Lipid
C30H53O10P,30,53,10,0,0,0,1,0,CHOP,Protein,604.337799501057,-0.273139884975075,-1,C30H53O10P,0,0,5,-5,-6,96.4,602.656838782253,0.343161217747479,-1.26666666666667,0.333333333333333,1.76666666666667,0,0.0333333333333333,0,Protein,Protein,Lipid
C27H27O15N,27,27,15,1,0,0,0,0,CHON,Lignin,605.13801808793,0.0844691106825184,-1,C27H27O15N,0,0.351351351351351,15,0,-1,53.9666666666667,603.456163837903,0.543836162097364,0.222222222222222,0.555555555555556,1,0.037037037037037,0,NA,Lignin,Lignin,Other
C28H31O14N,28,31,14,1,0,0,0,0,CHON,Lignin,605.174333664022,0.200017864222346,-1,C28H31O14N,0,0.3,14,0,-1,60.3,603.492438863698,0.507561136302115,0,0.5,1.10714285714286,0.0357142857142857,0,NA,Lignin,Lignin,Other
C25H18O18,25,18,18,0,0,0,0,0,CHO,ConHC,606.049397341785,-0.137886755236248,-1,C25H18O18,0,0.5,17,-1,-1,39.78,604.366525437541,0.633474562459128,0.72,0.72,0.72,0,0,NA,Tannin,Cond Hydrocarbon,Other
C26H22O17,26,22,17,0,0,0,0,0,CHO,Tannin,606.085737780302,-0.0635197285184379,-1,C26H22O17,0,0.428571428571429,16,-1,-1,47.1461538461538,604.402825298,0.597174702000416,0.461538461538462,0.653846153846154,0.846153846153846,0,0,NA,Tannin,Tannin,Other
C27H26O16,27,26,16,0,0,0,0,0,CHO,Lignin,606.122079120257,0.00935115691817877,-1,C27H26O16,0,0.368421052631579,15,-1,-1,53.9666666666667,604.43912605889,0.560873941110344,0.222222222222222,0.592592592592593,0.962962962962963,0,0,NA,Lignin,Lignin,Other
C28H30O15,28,30,15,0,0,0,0,0,CHO,Lignin,606.158410139002,0.0992405567326176,-1,C28H30O15,0,0.317073170731707,14,-1,-1,60.3,604.475416510095,0.524583489905353,0,0.535714285714286,1.07142857142857,0,0,NA,Lignin,Lignin,Other
C25H35O15P,25,35,15,0,0,0,1,0,CHOP,Lignin,606.171348048806,0.0147090316846894,-1,C25H35O15P,0,0.0303030303030303,9,-6,-7,71.7,604.488339973313,0.511660026687082,-0.4,0.6,1.4,0,0.04,0,Lignin;Amino Sugar,Lignin,Lipid
C29H34O14,29,34,14,0,0,0,0,0,CHO,Lignin,606.194846978748,0.0145531630536123,-1,C29H34O14,0,0.272727272727273,13,-1,-1,66.1965517241379,604.51181266414,0.488187335860175,-0.206896551724138,0.482758620689655,1.17241379310345,0,0,NA,Lignin,Lignin,Other
C26H39O14P,26,39,14,0,0,0,1,0,CHOP,Protein,606.207804667144,-0.102598224263388,-1,C26H39O14P,0,0,8,-6,-7,77.8384615384615,604.524755883865,0.475244116134832,-0.615384615384615,0.538461538461538,1.5,0,0.0384615384615385,0,Protein,Protein,Lipid
C30H38O13,30,38,13,0,0,0,0,0,CHO,Lignin,606.231307484888,-0.109162604078112,-1,C30H38O13,0,0.234042553191489,12,-1,-1,71.7,604.548232458153,0.451767541847062,-0.4,0.433333333333333,1.26666666666667,0,0,NA,Lignin,Lignin,Other
C27H43O13P,27,43,13,0,0,0,1,0,CHOP,Protein,606.244329876082,-0.333031538367283,-1,C27H43O13P,0,0,7,-6,-7,83.5222222222222,604.561240308429,0.438759691571363,-0.814814814814815,0.481481481481481,1.59259259259259,0,0.037037037037037,0,Protein,Protein,Lipid
C31H42O12,31,42,12,0,0,0,0,0,CHO,Lignin,606.267778365514,-0.249975537800655,-1,C31H42O12,0,0.2,11,-1,-1,76.8483870967742,604.584662615068,0.415337384932172,-0.580645161290323,0.387096774193548,1.35483870967742,0,0,NA,Lignin,Lignin,Other
C28H47O12P,28,47,12,0,0,0,1,0,CHOP,Protein,606.280814042325,-0.495741277247686,-1,C28H47O12P,0,0,6,-6,-7,88.8,604.597683736126,0.402316263874354,-1,0.428571428571429,1.67857142857143,0,0.0357142857142857,0,Protein,Protein,Lipid
C27H29O15N,27,29,15,1,0,0,0,0,CHON,Lignin,607.153668069095,0.0843254481595891,-1,C27H29O15N,0,0.297297297297297,14,-1,-2,56.0777777777778,605.469563126292,0.530436873708368,0.148148148148148,0.555555555555556,1.07407407407407,0.037037037037037,0,NA,Lignin,Lignin,Other
C28H33O14N,28,33,14,1,0,0,0,0,CHON,Lignin,607.190096425776,0.0137487820702001,-1,C28H33O14N,0,0.25,13,-1,-2,62.3357142857143,605.505950806744,0.494049193255933,-0.0714285714285712,0.5,1.17857142857143,0.0357142857142857,0,NA,Lignin,Lignin,Other
C28H49O13N,28,49,13,1,0,0,0,0,CHON,Protein,607.320363580006,0.0445981986322813,-1,C28H49O13N,0,0,5,-8,-9,80.6571428571429,605.636072503506,0.363927496494057,-0.714285714285714,0.464285714285714,1.75,0.0357142857142857,0,NA,Protein,Protein,Other
C25H20O18,25,20,18,0,0,0,0,0,CHO,Tannin,608.065069893026,-0.174410982589147,-1,C25H20O18,0,0.4375,16,-2,-2,42.06,606.379947270804,0.620052729196118,0.64,0.72,0.8,0,0,NA,Tannin,Tannin,Other
C26H24O17,26,24,17,0,0,0,0,0,CHO,Tannin,608.101512769763,-0.268744050022084,-1,C26H24O17,0,0.371428571428571,15,-2,-2,49.3384615384615,606.416349455099,0.583650544900706,0.384615384615385,0.653846153846154,0.923076923076923,0,0,NA,Tannin,Tannin,Other
C27H28O16,27,28,16,0,0,0,0,0,CHO,Lignin,608.137911413258,-0.290330292795671,-1,C27H28O16,0,0.315789473684211,14,-2,-2,56.0777777777778,606.452707455544,0.547292544456241,0.148148148148148,0.592592592592593,1.03703703703704,0,0,NA,Lignin,Lignin,Other
C28H32O15,28,32,15,0,0,0,0,0,CHO,Lignin,608.174224482532,-0.171207242964815,-1,C28H32O15,0,0.268292682926829,13,-2,-2,62.3357142857143,606.48897997732,0.511020022679872,-0.0714285714285712,0.535714285714286,1.14285714285714,0,0,NA,Lignin,Lignin,Other
C29H37O12P,29,37,12,0,0,0,1,0,CHOP,Lignin,608.202338837323,-0.124423104773369,-1,C29H37O12P,0,0.227272727272727,12,0,-1,77.9896551724138,606.517062939371,0.482937060628501,-0.620689655172414,0.413793103448276,1.27586206896552,0,0.0344827586206897,0,Lignin,Lignin,Phytochemical
C29H36O14,29,36,14,0,0,0,0,0,CHO,Lignin,608.210541006155,-0.0577779450131161,-1,C29H36O14,0,0.227272727272727,12,-2,-2,68.1620689655172,606.525255949588,0.474744050411573,-0.275862068965517,0.482758620689655,1.24137931034483,0,0,NA,Lignin,Lignin,Other
C30H41O11P,30,41,11,0,0,0,1,0,CHOP,Lignin,608.238434942819,0.351385851855224,-1,C30H41O11P,0,0.191489361702128,11,0,-1,83.1,606.553118739635,0.446881260365444,-0.8,0.366666666666667,1.36666666666667,0,0.0333333333333333,0,Lignin,Lignin,Lipid
C30H40O13,30,40,13,0,0,0,0,0,CHO,Lignin,608.246835678809,0.091562319615322,-1,C30H40O13,0,0.191489361702128,11,-2,-2,73.6,606.561510095287,0.438489904713265,-0.466666666666667,0.433333333333333,1.33333333333333,0,0,NA,Lignin,Lignin,Other
C27H45O13P,27,45,13,0,0,0,1,0,CHOP,Protein,608.259739532391,0.0633107964670618,-1,C27H45O13P,0,0,6,-7,-8,85.6333333333333,606.574399540312,0.42560045968844,-0.888888888888889,0.481481481481481,1.66666666666667,0,0.037037037037037,0,Protein,Protein,Lipid
C31H44O12,31,44,12,0,0,0,0,0,CHO,Lignin,608.283069762745,0.340490908819714,-1,C31H44O12,0,0.16,10,-2,-2,78.6870967741935,606.597703719921,0.402296280079099,-0.645161290322581,0.387096774193548,1.41935483870968,0,0,NA,Lignin,Lignin,Other
C28H49O12P,28,49,12,0,0,0,1,0,CHOP,Protein,608.296247114023,-0.137377015141819,-1,C28H49O12P,0,0,5,-7,-8,90.8357142857143,606.610866357251,0.389133642749243,-1.07142857142857,0.428571428571429,1.75,0,0.0357142857142857,0,Protein,Protein,Lipid
C29H53O11P,29,53,11,0,0,0,1,0,CHOP,Protein,608.332731397848,-0.299742951285991,-1,C29H53O11P,0,0,4,-7,-8,95.6793103448276,606.647309902399,0.352690097601453,-1.24137931034483,0.379310344827586,1.82758620689655,0,0.0344827586206897,0,Protein,Protein,Lipid
C30H57O10P,30,57,10,0,0,0,1,0,CHOP,Protein,608.36916476231,-0.378391317968335,-1,C30H57O10P,0,0,3,-7,-8,100.2,606.68370258504,0.316297414959649,-1.4,0.333333333333333,1.9,0,0.0333333333333333,0,Protein,Protein,Lipid
C27H31O15N,27,31,15,1,0,0,0,0,CHON,Lignin,609.169333077195,0.0595148227438927,-1,C27H31O15N,0,0.243243243243243,13,-2,-3,58.1888888888889,607.482977424836,0.517022575163537,0.074074074074074,0.555555555555556,1.14814814814815,0.037037037037037,0,NA,Lignin,Lignin,Other
C26H44O13NP,26,44,13,1,0,0,1,0,CHONP,Protein,609.255265551237,-0.391521174191962,-1,C26H44O13NP,0,0,6,-7,-9,82.2230769230769,607.56881394591,0.431186054089721,-0.769230769230769,0.5,1.69230769230769,0.0384615384615385,0.0384615384615385,1,Protein,Protein,Lipid
C27H48O12NP,27,48,12,1,0,0,1,0,CHONP,Protein,609.291610640233,-0.325162908862611,-1,C27H48O12NP,0,0,5,-7,-9,87.7444444444444,607.605118451655,0.394881548344756,-0.962962962962963,0.444444444444444,1.77777777777778,0.037037037037037,0.037037037037037,1,Protein,Protein,Lipid
C28H52O7NS2P,28,52,7,1,0,2,1,0,CHONSP,Lipid,609.292010987545,0.44302493709425,-1,C28H52O7NS2P,0,0,4,-3,-7,96.9428571428571,607.605518351936,0.394481648064129,-1.28571428571429,0.25,1.85714285714286,0.0357142857142857,0.0357142857142857,1,Lipid,Lipid,Lipid
C25H22O18,25,22,18,0,0,0,0,0,CHO,Tannin,610.080663613785,-0.0814806760057267,-1,C25H22O18,0,0.375,15,-3,-3,44.34,608.393290361608,0.60670963839209,0.56,0.72,0.88,0,0,NA,Tannin,Tannin,Other
C29H22O15,29,22,15,0,0,0,0,0,CHO,ConHC,610.095884616206,-0.023895434295764,-1,C29H22O15,0.285714285714286,0.534883720930233,19,4,4,52.4379310344828,608.408494368122,0.591505631878363,0.275862068965517,0.517241379310345,0.758620689655172,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C26H26O17,26,26,17,0,0,0,0,0,CHO,Tannin,610.117021773775,-0.036654403167755,-1,C26H26O17,0,0.314285714285714,14,-3,-3,51.5307692307692,608.429607923752,0.570392076248368,0.307692307692307,0.653846153846154,1,0,0,NA,Tannin,Tannin,Other
C30H26O14,30,26,14,0,0,0,0,0,CHO,Lignin,610.13197800204,0.454888400701347,-1,C30H26O14,0.25,0.478260869565217,18,4,4,58.4,608.444547451759,0.555452548241419,0.0666666666666669,0.466666666666667,0.866666666666667,0,0,NA,Lignin,Lignin,Other
C27H30O16,27,30,16,0,0,0,0,0,CHO,Lignin,610.153426963178,-0.0689114844832195,-1,C27H30O16,0,0.263157894736842,13,-3,-3,58.1888888888889,608.465972462795,0.534027537205134,0.074074074074074,0.592592592592593,1.11111111111111,0,0,NA,Lignin,Lignin,Other
C28H35O13P,28,35,13,0,0,0,1,0,CHOP,Lignin,610.181794317113,-0.436912926592694,-1,C28H35O13P,0,0.219512195121951,12,-1,-2,74.55,608.49430814149,0.505691858509863,-0.5,0.464285714285714,1.25,0,0.0357142857142857,0,Lignin,Lignin,Phytochemical
C28H34O15,28,34,15,0,0,0,0,0,CHO,Lignin,610.189862536901,-0.150959573130164,-1,C28H34O15,0,0.219512195121951,12,-3,-3,64.3714285714286,608.502367352231,0.497632647769251,-0.142857142857143,0.535714285714286,1.21428571428571,0,0,NA,Lignin,Lignin,Other
C29H38O14,29,38,14,0,0,0,0,0,CHO,Lignin,610.226269107989,-0.185470202059924,-1,C29H38O14,0,0.181818181818182,11,-3,-3,70.1275862068966,608.538733271416,0.461266728583723,-0.344827586206897,0.482758620689655,1.31034482758621,0,0,NA,Lignin,Lignin,Other
C41H38O3S,41,38,3,0,0,1,0,0,CHOS,UnsatHC,610.254162698259,0.00504353958938097,-1,C41H38O3S,0.513513513513513,0.532467532467532,23,20,19,81.1536585365854,608.566595715454,0.433404284545759,-0.73170731707317,0.0731707317073171,0.926829268292683,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
C20H42O17N4,20,42,17,4,0,0,0,0,CHON,Carb,610.254715765791,-0.360212032098747,-1,C20H42O17N4,0,0,2,-15,-19,54.6,608.567148165426,0.432851834573967,0.2,0.85,2.1,0.2,0,NA,Carbohydrate,Carbohydrate,Other
C30H42O13,30,42,13,0,0,0,0,0,CHO,Lignin,610.262665332259,-0.203022020238138,-1,C30H42O13,0,0.148936170212766,10,-3,-3,75.5,608.575088855337,0.424911144662815,-0.533333333333333,0.433333333333333,1.4,0,0,NA,Lignin,Lignin,Other
C27H47O13P,27,47,13,0,0,0,1,0,CHOP,Protein,610.275533977413,-0.173481332571735,-1,C27H47O13P,0,0,5,-8,-9,87.7444444444444,608.587943131247,0.412056868753098,-0.962962962962963,0.481481481481481,1.74074074074074,0,0.037037037037037,0,Protein,Protein,Lipid
C31H46O12,31,46,12,0,0,0,0,0,CHO,Lignin,610.298945107368,-0.0297650326183148,-1,C31H46O12,0,0.12,9,-3,-3,80.5258064516129,608.611328120125,0.388671879874892,-0.709677419354839,0.387096774193548,1.48387096774194,0,0,NA,Protein,Lignin,Other
C34H47O4N2SP,34,47,4,2,0,1,1,0,CHONSP,UnsatHC,610.299396736525,0.0302654324923167,-1,C34H47O4N2SP,0.192307692307692,0.25,13,9,5,90.4764705882353,608.611779244989,0.388220755011048,-1.05882352941176,0.117647058823529,1.38235294117647,0.0588235294117647,0.0294117647058824,2,Unsat Hydrocarbon,Unsat Hydrocarbon,Lipid
C28H51O12P,28,51,12,0,0,0,1,0,CHOP,Protein,610.312048889084,-0.385502440539913,-1,C28H51O12P,0,0,4,-8,-9,92.8714285714286,608.624417270041,0.375582729958637,-1.14285714285714,0.428571428571429,1.82142857142857,0,0.0357142857142857,0,Protein,Protein,Lipid
